,time,open,high,low,close,volume,Stock_Name
0,2022-02-11 19:56:00,391.861572265625,391.861572265625,391.861572265625,391.861572265625,251.0,LMT
1,2022-02-11 19:40:00,391.9405517578125,391.9405517578125,391.9405517578125,391.9405517578125,819.0,LMT
2,2022-02-11 19:38:00,391.9405517578125,391.9405517578125,391.9405517578125,391.9405517578125,206.0,LMT
3,2022-02-11 19:09:00,391.16058349609375,391.16058349609375,391.16058349609375,391.16058349609375,175.0,LMT
4,2022-02-11 18:56:00,391.4172668457031,391.4172668457031,391.4172668457031,391.4172668457031,101.0,LMT
5,2022-02-11 18:54:00,390.9729919433594,390.9729919433594,390.9729919433594,390.9729919433594,125.0,LMT
6,2022-02-11 18:40:00,391.9405517578125,391.9405517578125,391.9405517578125,391.9405517578125,102.0,LMT
7,2022-02-11 18:37:00,391.1704406738281,391.1704406738281,391.1704406738281,391.1704406738281,302.0,LMT
8,2022-02-11 18:25:00,390.9729919433594,390.9729919433594,390.9729919433594,390.9729919433594,200.0,LMT
9,2022-02-11 18:23:00,391.07171630859375,391.07171630859375,391.07171630859375,391.07171630859375,149.0,LMT
10,2022-02-11 18:14:00,390.8841247558594,390.8841247558594,390.8841247558594,390.8841247558594,471.0,LMT
11,2022-02-11 18:12:00,390.9729919433594,390.9729919433594,390.9729919433594,390.9729919433594,158.0,LMT
12,2022-02-11 17:46:00,390.874267578125,390.874267578125,390.8545227050781,390.8545227050781,200.0,LMT
13,2022-02-11 17:32:00,390.8545227050781,390.8545227050781,390.8545227050781,390.8545227050781,101.0,LMT
14,2022-02-11 17:26:00,391.1704406738281,391.1704406738281,390.9729919433594,390.9729919433594,319.0,LMT
15,2022-02-11 17:25:00,391.1704406738281,391.1704406738281,391.1704406738281,391.1704406738281,400.0,LMT
16,2022-02-11 16:46:00,391.16058349609375,391.16058349609375,391.16058349609375,391.16058349609375,1001.0,LMT
17,2022-02-11 16:19:00,391.16058349609375,391.16058349609375,391.16058349609375,391.16058349609375,143.0,LMT
18,2022-02-11 16:09:00,391.9504089355469,391.9504089355469,391.9504089355469,391.9504089355469,145.0,LMT
19,2022-02-11 16:07:00,391.3184509277344,391.31854248046875,391.3184509277344,391.31854248046875,232.0,LMT
20,2022-02-11 16:06:00,391.3777770996094,391.3777770996094,391.3777770996094,391.3777770996094,208.0,LMT
21,2022-02-11 16:04:00,391.16058349609375,391.16058349609375,391.16058349609375,391.16058349609375,8933.0,LMT
22,2022-02-11 16:03:00,391.16058349609375,391.16058349609375,391.16058349609375,391.16058349609375,6811.0,LMT
23,2022-02-11 16:00:00,391.56536865234375,391.56536865234375,391.07171630859375,391.0914611816406,74086.0,LMT
24,2022-02-11 15:59:00,391.6640930175781,391.7134704589844,391.4962463378906,391.5950012207031,49948.0,LMT
25,2022-02-11 15:58:00,391.61474609375,391.7035827636719,391.39752197265625,391.6048583984375,37872.0,LMT
26,2022-02-11 15:57:00,391.728271484375,391.8418273925781,391.4222106933594,391.64434814453125,30084.0,LMT
27,2022-02-11 15:56:00,391.57525634765625,391.8813171386719,391.5555114746094,391.7085266113281,29866.0,LMT
28,2022-02-11 15:55:00,391.8516845703125,391.8516845703125,391.4468994140625,391.5159912109375,27441.0,LMT
29,2022-02-11 15:54:00,391.960693359375,392.21728515625,391.861572265625,391.9553527832031,18959.0,LMT
30,2022-02-11 15:53:00,392.1577453613281,392.1972351074219,391.7035827636719,392.0096435546875,21647.0,LMT
